Havnehagan,Nordre Aker
Havreveien,Østensjø
Haxthausens gate,Frogner
Hedmarksgata,Gamle Oslo
Hegdehaugsveien,Frogner
Hegermanns gate,Sagene
Heggelibakken,Vestre Aker
Heggeliveien,Ullern
Heggestien,Alna
Heia,Frogner
Heiasvingen,Nordstrand
Heierstuveien,Nordre Aker
Heikampveien,Oslomarka
Heiloveien,Nordre Aker
Heimdalsgata,Gamle Oslo
Heimlibakken,Nordstrand
Hekkveien,Grünerløkka
Helga Vaneks vei,Søndre Nordstrand
Helge Sollies vei,Østensjø
Helgesens gate,Grünerløkka
Hellerudfaret,Østensjø
Hellerudgrenda,Alna
Hellerud gårdsvei,Alna
Hellerudstubben,Alna
Hellerudsvingen,Østensjø
Hellerud terrasse,Alna
Hellerudveien,Alna
Helleveien,Vestre Aker
Hellinga,Nordstrand
Hemingveien,Vestre Aker
Hemmestveitbakken,Ullern
Hengsengveien,Frogner
Henrichsens gate,St. Hanshaugen
Henrik Backers vei,Vestre Aker
Henrik Ibsens gate,Sentrum / Frogner
Henrik Klausens gate,St. Hanshaugen
Henriks vei,Vestre Aker
Henrik Sørensens vei,Alna
Henrik Wergelands allé,Frogner
Herbernveien,Frogner
Herman Foss' gate,St. Hanshaugen
Herregårdsveien,Nordstrand
Herslebs gate,Grünerløkka / Gamle Oslo
Hertug Skules gate,Gamle Oslo
Hertzbergs gate,St. Hanshaugen
Hesjeveien,Stovner
Hesselbergs gate,Grünerløkka
Hestehagen,Grorud
Hesteskoen,Nordre Aker
Heyerdahls vei,Vestre Aker
Hieronymus Heyerdahls gate,Sentrum
Hjalmar Brantings vei,Bjerke
Hjalmar Jordans vei,Frogner
Hjalmar Larsens gate,St. Hanshaugen
Hjaltlandsgata,Gamle Oslo
Hjelms gate,Frogner
Hjemliveien,Østensjø
Hjorteveien,Nordre Aker
Hjørungavåggata,Frogner
Hjørungkroken,Vestre Aker
Hjørungveien,Vestre Aker
Hockeyveien,Alna
Hoffsbakken,Ullern
Hoffselvpromenaden,Ullern
Hoffsjef Løvenskiolds vei,Ullern
Hoffsveien,Ullern
Hoff terrasse,Ullern
Hofftunet,Ullern
Holbergs gate,Sentrum / Frogner / St. Hanshaugen
Holgerslystveien,Ullern
Hollendergata,Gamle Oslo
Holmboes gate,Frogner
Holmendammen terrasse,Vestre Aker
Holmenenga,Vestre Aker
Holmengrenda,Vestre Aker
Holmenhaugen,Vestre Aker
Holmenkollveien,Vestre Aker / Oslomarka
Holmens gate,Frogner
Holmens gate,Sentrum / Frogner
Holmensletta,Vestre Aker
Holmenveien,Vestre Aker
Holmestrandgata,Sagene
Holmlia senter vei,Søndre Nordstrand
Holmliaveien,Søndre Nordstrand
Holmliveien,Søndre Nordstrand
Holmsåsen,Søndre Nordstrand
Holmveien,Søndre Nordstrand
Holsteinveien,Nordre Aker
Holsts gate,Sagene / Grünerløkka
Holsts vei,Frogner
Holtegata,Frogner
Holtermann Knudsens gate,Sagene
Holtveien,Nordstrand
Homansbakken,Frogner
Hoppveien,Østensjø
Hornfjellveien,Stovner
Hortengata,Sagene
Hospitalsgata,St. Hanshaugen
Hospitsveien,Vestre Aker
Hovfaret,Ullern
Hovinveien,Grünerløkka
Hovseterveien,Vestre Aker
Hubroveien,Bjerke
Huitfeldts gate,Frogner
Huk aveny,Frogner
Hukenveien,Grorud
Hukgrenda,Frogner
Huk terrasse,Frogner
Huldreveien,Vestre Aker
Humleveien,Nordre Aker
Hummerkloa,Nordstrand
Hurdalsgata,Gamle Oslo
Husebybakken,Ullern
Husebygrenda,Vestre Aker
Husebysletta,Ullern
Husebyveien,Ullern
Hvitveisbakken,Vestre Aker
Hyggeveien,Nordstrand
Hyllveien,Ullern
Høgdaveien,Østensjø
Høgdefaret,Nordstrand
Høgtunveien,Stovner
Høgåsveien,Søndre Nordstrand
Hølandsgata,Gamle Oslo
Høvlerigangen,Gamle Oslo
Høvleriveien,Alna
Høyboveien,Nordstrand
Høybråtenstien,Stovner
Høybråtenveien,Alna / Stovner / Lørenskog
Høydalsveien,Søndre Nordstrand
Høyenhallsvingen,Østensjø
Høyenhallveien,Østensjø
Høystakkveien,Stovner
Hågangen,Grünerløkka
Haakon Aunes vei,Nordre Aker
Haakon den godes vei,Vestre Aker
Håkons gate,Gamle Oslo
Haakon VIIs gate,Sentrum
Haakon Tveters vei,Østensjø
Håvalds vei,Nordstrand
Haavard Martinsens vei,Stovner
Idas vei,Stovner
Idrettsveien,Stovner
Iduns gate,Grünerløkka
Ilagata,St. Hanshaugen
Industrigata,Frogner
Inga Bjørnsons vei,Stovner
Ingar Nilsens vei,Frogner
Ingeborgs gate,Gamle Oslo
Ingebret Andersens vei,Grorud
Ingegjerds vei,Frogner
Ingelbrecht Knudssøns gate,Frogner
Ingeniørveien,Gamle Oslo
Inges gate,Gamle Oslo
Ingiers vei,Nordstrand
Ingolf Ruuds vei,Nordstrand
Inkognitogata,Frogner
Inkognito terrasse,Frogner
Innspurten,Gamle Oslo
Irisveien,Nordre Aker
Islands gate,Gamle Oslo
Ivan Bjørndals gate,Sagene
Ivar Knutsons vei,Nordstrand
Ivar Welles vei,Alna
Ivar Aasens vei,Vestre Aker
Iver Olsens vei,Nordre Aker
Jacob Fayes vei,Frogner
Jacob Hansens vei,Vestre Aker
Jacobine Ryes vei,Stovner
Jacob Aalls gate,Frogner / St. Hanshaugen
Jakob Vaages vei,Ullern
Jansbergveien,Nordre Aker
Jarbakken,Vestre Aker
Jarlegata,Gamle Oslo
Jarlsborgveien,Ullern
Jegersborgveien,Oslomarka
Jegerveien,Vestre Aker
Jens Bjelkes gate,Grünerløkka / Gamle Oslo
Jensmessveien,Vestre Aker
Jeppes vei,Vestre Aker
Jerikostien,Alna
Jerikoveien,Alna
Jernbanegata,Sentrum
Jernbaneveien,Østensjø
Jernkroken,Grorud / Stovner
Jerpefaret,Vestre Aker
Jess Carlsens gate,St. Hanshaugen
Jetteveien,Nordre Aker
Joachim Nielsens gang,Gamle Oslo
Johan Castbergs vei,Alna
Johan Evjes vei,Østensjø
Johan Halvorsens terrasse,Sentrum
Johan Hirsch' vei,Østensjø
Johannes Bruns gate,St. Hanshaugen
Johannesgata,Gamle Oslo
Johan Scharffenbergs vei,Østensjø
Johan Selmers gate,Sagene
Johan Svendsens gate,Sagene
Johan Sverdrups vei,Bjerke
Joh. H. Andresens vei,Gamle Oslo
John Brandts vei,Nordre Aker
John Colletts allé,Nordre Aker
John G. Mattesons vei,Østensjø
Jolly Kramer-Johansens gate,Sagene
Jomfrubråtveien,Nordstrand
Jomfruhagen,Nordstrand
Jomfrustien,Nordstrand
Jonas Dahls vei,Ullern
Jonas Holmens vei,Vestre Aker
Jonas Reins gate,St. Hanshaugen
Johnny Svorkmos vei,Stovner
Jon P. Erliens vei,Nordre Aker
Jon Smestads vei,Ullern
Jonsokveien,Nordstrand
Jonsrudveien,Ullern
Jordalgata,Gamle Oslo
Jordal terrasse,Gamle Oslo
Jordbærveien,Nordstrand
Jordstjerneveien,Søndre Nordstrand
Jorines vei,Stovner
Josefines gate,Frogner
Jotunveien,Nordstrand
Jupiterveien,Nordre Aker
Justiskroken,Gamle Oslo
Jutulveien,Nordre Aker
Jøranstien,Østensjø
Jørgen Løvlands gate,Grünerløkka
Jørgen Moes gate,Frogner
Jørnsløkkveien,Østensjø
Kabelgata,Bjerke
Kaiekroken,Alna
Kaj Munks vei,Nordre Aker
Kakkelovnskroken,Grorud
Kalbakkfaret,Grorud
Kalbakkslyngen,Grorud
Kalbakkstubben,Grorud
Kalbakkveien,Grorud
Kallandveien,Oslomarka
Kallerudveien,Oslomarka
Kampen Hageby,Gamle Oslo
Kampengata,Gamle Oslo
Kampheimveien,Østensjø
Kanalen,Frogner
Kanonhallveien,Grünerløkka
Kanslergata,Gamle Oslo
Kantarellen terrasse,Søndre Nordstrand
Kanten,St. Hanshaugen
Kapellveien,Nordre Aker
Kaptein Oppegaards vei,Nordstrand
Karen Platous vei,Stovner
Karenslyst allé,Ullern
Karihaugveien,Alna / Stovner
Karistien,Alna
Karistuveien,Nordstrand
Karl Andersens vei,Stovner
Karl Flods vei,Grorud
Karl Fossums vei,Stovner
Karl Hals' gate,Sagene
Karl Johans gate,Sentrum
Karlsborgveien,Gamle Oslo
Karlsrudveien,Nordstrand
Karl Staaffs vei,Alna
Karlstadgata,Grünerløkka
Karl XIIs gate,Grünerløkka
Karoline Kristiansens vei,Gamle Oslo
Karolinerveien,Alna
Karsten Kjelbergs vei,Østensjø
Karvesvingen,Grünerløkka
Kasaveien,Oslomarka
Kastanjeveien,Nordre Aker
Kastellbakken,Nordstrand
Kastellhagen,Nordstrand
Kastellveien,Nordstrand
Kavringen brygge,Frogner
Katy Dues vei,Ullern
Keiser Wilhelms vei,Vestre Aker
Keysers gate,St. Hanshaugen
Kierschows gate,Sagene / St. Hanshaugen
Kikkutveien,Nordre Aker
Kildals vei,Østensjø
Kildeveien,Bjerke
Kingos gate,Sagene
Kirkebakken,Nordstrand
Kirkegata,Sentrum
Kirkegårdsbakken,Nordre Aker
Kirkegårdsgangen,St. Hanshaugen
Kirkegårdsgata,Grünerløkka
Kirkehaugsveien,Ullern
Kirkestien,Ullern
Kirkesvingen,Grorud
Kirkeveien,Frogner / St. Hanshaugen
Kirkeåsveien,Nordstrand
Kittel-Nielsens vei,Nordstrand
Kjeld Stubs gate,Sentrum
Kjelsåsløkka,Nordre Aker
Kjelsåsveien,Nordre Aker
Kjerreveien,Bjerke
Kjetils vei,Nordre Aker
Kjettingveien,Søndre Nordstrand
Kjærlighetsstien,St. Hanshaugen
Kjølberggata,Gamle Oslo
Klaus Torgårds vei,Nordre Aker
Kleiva,Stovner
Klemetsrudveien,Søndre Nordstrand
Klingenberggata,Sentrum
Klinkerveien,Østensjø
Klokkergata,Sagene
Klostergata,Gamle Oslo
Klosterheimveien,Alna
Kløfterhagen,Alna
Kløfterstien,Alna
Kløverveien,Nordre Aker
Kneika,Nordstrand
Kneppebakken,Nordstrand
Knud Bryns vei,Bjerke
Knud Graahs gate,Sagene
Knud Øyens vei,Nordstrand
Knut Alvssons vei,Grünerløkka
Knut Valstads vei,Østensjø
Kobbernaglen,Frogner
Kokkebakken,St. Hanshaugen
Kolderups vei,Nordre Aker
Kolleveien,Nordstrand
Kollstien,Nordstrand
Kolonihagestien,Nordre Aker
Kolstadgata,Gamle Oslo
Kong Håkon 5.s gate,Gamle Oslo
Kongens gate,Sentrum
Kongeveien,Vestre Aker
Konghellegata,Grünerløkka
Konglerudtoppen,Østensjø
Kongleveien,Nordre Aker
Kongsberggata,Sagene
Kongshavnveien,Nordstrand
Kongsstien,Nordstrand
Kongsveien,Gamle Oslo / Nordstrand
Kongsvingergata,Sagene
Konows gate,Gamle Oslo
Konsul Schjelderups vei,Frogner
Konvallveien,Nordre Aker
Konventveien,Ullern
Kopperuds vei,Ullern
Korallveien,Nordstrand
Korsgata,Grünerløkka
Korsvollbakken,Nordre Aker
Korsvollbråtan,Nordre Aker
Korsvoll terrasse,Nordre Aker
Kortbølgen,Nordstrand
Krafts gate,St. Hanshaugen
Krags terrasse,Vestre Aker
Kragstubben,Vestre Aker
Krags vei,Vestre Aker
Kransen,Nordstrand
Kranveien,Østensjø
Krebs' gate,Sagene
Kringkollen,Østensjø
Kringlebekkveien,Oslomarka
Kringsjågrenda,Nordre Aker
Kringveien,Stovner
Kristian Auberts vei,Vestre Aker
Kristian Augusts gate,Sentrum
Kristian Bogneruds vei,Grorud
Kristian IVs gate,Sentrum
Kristianiasvingen,Vestre Aker
Kristiansands gate,Sagene
Kristine Bonnevies vei,Bjerke
Kristinelundveien,Frogner
Kristins vei,Alna
Kristoffer Aamots gate,Sagene / Nordre Aker
Kristoffer Robins vei,Stovner
Krogs gate,Frogner
Kroken,Oslomarka
Krokkleiva,Nordstrand
Krokliveien,Bjerke
Krokstien,Alna
Krokusveien,Nordre Aker
Kronprinsens gate,Sentrum
Kronveien,Nordstrand
Krossveien,Nordre Aker
Krumgata,St. Hanshaugen
Kruses gate,Frogner
Kruttveien,Grünerløkka
Kruttverkveien,Nordstrand
Kryssveien,Bjerke
Krøllen,Sentrum
Kudalsveien,Oslomarka
Kurlandstien,Alna
Kurveien,Nordre Aker
Kvartsveien,Nordstrand
Kvernfaret,Ullern
Kvernkallveien,Ullern
Kvernstien,Vestre Aker
Kvernveien,Ullern
Kværnerveien,Gamle Oslo
Kyhns vei,Nordstrand
Kyrre Grepps gate,Sagene
Københavngata,Grünerløkka
Køla-Pålsens gatetun,Gamle Oslo / Sentrum
Kåres vei,Nordstrand
Lachmanns vei,Nordre Aker
Ladegangene,Grünerløkka
Ladestrædet,St. Hanshaugen
Ladeveien,Ullern
Lagerkroken,Bjerke
Lakkegata,Gamle Oslo / Grünerløkka
Lallakroken,Frogner
Lambertseterveien,Nordstrand / Østensjø
Lambertstien,Nordstrand
Lambrechts’ gate,Frogner
Lammers' gate,Sagene
Landerokollen,Alna
Landeroveien,Alna
Landgangen,Frogner
Landingsveien,Vestre Aker
Landstads gate,Sagene
Langbølgen,Nordstrand
Langengen,Gamle Oslo
Langerudhaugen,Østensjø
Langerudsvingen,Østensjø
Langerudveien,Østensjø
Langes gate,St. Hanshaugen
Langgata,Grünerløkka
Langleiken,Gamle Oslo
Langlia,Nordre Aker
Langlibakken,Stovner
Langliveien,Oslomarka
Langmyrgrenda,Nordre Aker
Langmyrveien,Nordre Aker
Langretta,Søndre Nordstrand
Langsetveien,Nordre Aker
Langs Linjen,Nordstrand
Langteigåsen,Søndre Nordstrand
Langviksveien,Frogner
Langaards gate,Frogner
Langåsveien,Nordre Aker
Lars husmanns gate,Bjerke
Larsbråtveien,Alna
Larviksgata,Sagene
Lassons gate,Frogner
Laura Gundersens gate,St. Hanshaugen
Lauvlundveien,Oslomarka
Lavrans' vei,Alna
Legatveien,Sagene / Nordre Aker
Leirfallsgata,Grünerløkka
Leirskallbakken,Nordstrand
Leirskallen,Nordstrand
Leirskallhellinga,Nordstrand
Leirskallsvingen,Nordstrand
Leiv Eirikssons gate,Frogner
Lekeplassveien,Bjerke
Lensmann Hiorths allé,Gamle Oslo
Lerdalsfaret,Søndre Nordstrand
Lerdalsgrenda,Søndre Nordstrand
Lerdalstoppen,Søndre Nordstrand
Lerdalsveien,Søndre Nordstrand
Lerkeveien,Alna
Lersolveien,Nordre Aker
Lettvintveien,Nordre Aker
Leyrins gate,Grünerløkka
Liadalsveien,Nordstrand
Liakollveien,Søndre Nordstrand
Liaveien,Nordre Aker
Libakkfaret,Nordstrand
Libakkveien,Nordstrand
Liljeveien,Bjerke
Lilleakerveien,Ullern
Lillebakken,Nordstrand
Lillebergsvingen,Gamle Oslo
Lillebergveien,Gamle Oslo
Lille Bislett,St. Hanshaugen
Lille Borgen vei,Vestre Aker
Lilleborggata,Sagene
Lille Frogner allé,Frogner
Lille Frøens vei,Vestre Aker
Lille Grensen,Sentrum
Lille Huseby vei,Ullern
Lille Stranden,Frogner
Lillevannsveien,Vestre Aker
Lillevannsskogen,Vestre Aker
Lilleveien,Vestre Aker
Lilloe-Olsens vei,Nordre Aker
Lillogata,Sagene
Lilloseterveien,Grorud
Lindbäckveien,Nordstrand
Lindealléen,Nordre Aker
Lindeberglia,Alna
Lindebergveien,Alna
Lindebergåsen,Alna
Lindemanns gate,Frogner
Linderngata,St. Hanshaugen
Linderudsletta,Bjerke
Linderudveien,Bjerke
Linhusveien,Vestre Aker
Linjebakken,Stovner
Linjeveien,Stovner
Linneaveien,Nordstrand
Linstows gate,Frogner
Linaaes gate,St. Hanshaugen
Ljabrubakken,Nordstrand
Ljabrudiagonalen,Søndre Nordstrand
Ljabrukollen terrasse,Nordstrand
Ljabruveien,Nordstrand / Søndre Nordstrand
Ljansbakken,Nordstrand
Ljansbrukveien,Søndre Nordstrand
Ljan terrasse,Nordstrand
Lofotgata,Sagene
Lofsrudhøgda,Søndre Nordstrand
Lofsrudveien,Søndre Nordstrand
Lofthus terrasse,Nordre Aker
Lofthusveien,Nordre Aker / Bjerke
Lokkeberget,Oslomarka
Lottestien,Alna
Louises gate,St. Hanshaugen
Lovisenberggata,St. Hanshaugen
Lovisenlund,Frogner
Ludvig Karstens vei,Alna
Luftfartsveien,Vestre Aker
Lunaveien,Nordstrand
Lunden,Bjerke
Lundliveien,Bjerke
Lundveien,Østensjø
Lundåsveien,Stovner
Lunhvileveien,Søndre Nordstrand
Lunnestien,Østensjø
Lusetjernveien,Søndre Nordstrand
Lutvannskroken,Alna
Lutvannsveien,Alna
Lybekkergata,Sentrum
Lybekkveien,Vestre Aker
Lyberget,Søndre Nordstrand
Lyder Sagens gate,St. Hanshaugen
Lygstergangen,Grünerløkka / Sentrum
Lyngtrekket,Stovner
Lyngveien,Nordstrand
Lyngåsveien,Nordre Aker
Lysebuveien,Vestre Aker
Lysehagan,Ullern
Lyseskrenten,Ullern
Lyseveien,Ullern
Lytterveien,Nordre Aker
Lyveien,Vestre Aker
Lærer Holes vei,Vestre Aker
Løchenveien,Frogner
Løkkalia,Vestre Aker
Løkkaskogen,Vestre Aker
Løkkegangen,Frogner
Løkkeveien,Frogner
Lønnealléen,Alna
Lønneveien,Alna
Lønnhaugen allé,Vestre Aker
Lønnåsveien,Oslomarka
Lørenfaret,Grünerløkka
Lørenvangen,Grünerløkka
Lørenveien,Grünerløkka
Løvenskiolds gate,Frogner
Løvliveien,Nordstrand
Løvsetdalen,Østensjø
Løvsetfaret,Østensjø
Løvåsveien,Nordre Aker
Løypeveien,Østensjø
Låveveien,Østensjø
Madame Maren Juels vei,Nordstrand
Madserud allé,Ullern
Magnefaret,Østensjø
Magnus Barfots gate,Frogner
Magnus Bergs gate,Frogner
Magnus' gate,Gamle Oslo
Magnus Hydles vei,Nordstrand
Mailundveien,Grünerløkka
Majorstuveien,Frogner
Malerhaugveien,Gamle Oslo
Malmøgata,Grünerløkka
Malmøyveien,Nordstrand
Mandalls gate,Gamle Oslo
Manglebergveien,Østensjø
Manglerudveien,Østensjø
Marcus Thranes gate,Sagene
Margit Hansens gate,Gamle Oslo
Margrethe Parms vei,Stovner
Maria Dehlis vei,Alna
Mariboes gate,St. Hanshaugen
Maridalsveien,St. Hanshaugen / Grünerløkka / Sagene / Nordre Aker / Oslomarka
Marienlundveien,Nordstrand
Maries gate,Frogner
Mariholtveien,Alna / Oslomarka
Marits vei,Bjerke
Markstien,Vestre Aker
Markveien,Grünerløkka
Marmorveien,Nordstrand
Marselis’ gate,Grünerløkka
Marstrandgata,Grünerløkka
Marsveien,Nordre Aker
Marta Steinsviks vei,Søndre Nordstrand
Martha Tynes’ vei,Stovner
Martin Borrebekkens vei,Bjerke
Martin Linges vei,Østensjø
Martin Skatvedts vei,Grorud
Martin Strandlis vei,Grorud
Maschmanns gate,St. Hanshaugen
Mastemyrveien,Søndre Nordstrand
Mastrups gate,Sagene
Mauritz Hansens gate,Frogner
Maurstien,Nordre Aker
Maurtuveien,Søndre Nordstrand
Mekanikerveien,Østensjø
Meklenborglia,Søndre Nordstrand
Meklenborgveien,Søndre Nordstrand
Meklenborgåsen,Søndre Nordstrand
Melkeveien,Vestre Aker
Mellbyedalen,Frogner
Mellemgaten,Sentrum
Mellombølgen,Nordstrand
Mellomveien,Østensjø
Meltzers gate,Frogner
Melumveien,Vestre Aker
Merkurveien,Nordre Aker
Messepromenaden,Ullern
Messeveien,Ullern
Micheletveien,Alna
Michel Nielsens vei,Nordre Aker
Middelthuns gate,Frogner
Midtoddveien,Nordre Aker
Midtstugrenda,Vestre Aker
Midttunveien,Nordstrand
Midtveien,Bjerke
Midtåsen,Nordstrand
Mikael Hertzbergs vei,Nordre Aker
Mikjelsbakken,Ullern
Mikkel Doblougs gate,St. Hanshaugen
Mikkel Revs vei,Østensjø
Mikrobølgen,Nordstrand
Mina Beiteplukksvei,Søndre Nordstrand
Minister Ditleffs vei,Nordre Aker
Minåsveien,Oslomarka
Mogata,Sagene
Mogens Thorsens gate,Frogner
Moldegata,Sagene
Moltke Moes vei,Nordre Aker
Monolitveien,Ullern
Monrads gate,Grünerløkka
Montebellobakken,Ullern
Montebello terrasse,Ullern
Montebelloveien,Ullern
Montørbakken,Gamle Oslo
Morells vei,Nordre Aker
Morenestien,Nordre Aker
Morgedalsvegen,Ullern
Mor Go'hjertas vei,Sagene
Mortensrudveien,Søndre Nordstrand
Mortensvingen,Ullern
Mosekollen,Vestre Aker
Moserabben,Vestre Aker
Mosseveien,Gamle Oslo / Nordstrand / Søndre Nordstrand
Motbakkene,Østensjø
Motzfeldts gate,Gamle Oslo
Movassbakken,Oslomarka
Munchs gate,St. Hanshaugen
Munkebekken,Alna
Munkedamsveien,Sentrum / Frogner
Munkegata,Gamle Oslo
Munkelia,Nordstrand
Munkengveien,Vestre Aker
Munkerudbakken,Nordstrand
Munkerudkleiva,Nordstrand
Munkerudstubben,Nordstrand
Munkerudtunet,Nordstrand
Munkerudveien,Nordstrand
Munkerudvollen,Nordstrand
Munkerudåsen,Nordstrand
Munthes gate,Frogner
Muselundgrenda,Nordre Aker
Museumsveien,Frogner
Mustads vei,Ullern
Myklegardgata,Gamle Oslo
Mylskerudveien,Nordstrand
Myntfunnveien,Ullern
Myntgata,Sentrum
Myra,Sagene
Myrbakkveien,Stovner
Myrdalveien,Stovner
Myrens verksted,Sagene
Myrerdraget,Nordre Aker
Myrerskogveien,Nordre Aker
Myrerveien,Nordre Aker
Myrhaugen,Vestre Aker
Mælosvingen,Nordstrand
Møllefaret,Vestre Aker
Mølleparken,Sagene
Møllergata,St. Hanshaugen
Møllerveien,Grünerløkka
Møllesvingen,Nordre Aker
Mørtelverksbakken,Bjerke
Måkeveien,Nordstrand
Måltrostveien,Vestre Aker
Mårveien,Nordre Aker
Nandrups vei,Nordre Aker
Nannestadgata,Gamle Oslo
Nebbejordet,Søndre Nordstrand
Nedre Hammersborggate,St. Hanshaugen
Nedre gate,Grünerløkka
Nedre Kalbakkvei,Alna/Grorud
Nedre Prinsdals vei,Søndre Nordstrand
Nedre Rommen,Stovner
Nedre Silkestrå,Ullern
Nedre Skogvei,Ullern
Nedre Skøyen vei,Ullern
Nedre Slottsgate,Sentrum
Nedre Stabburvei,Nordre Aker
Nedre Ullern terrasse,Ullern
Nedre Ullevål,St. Hanshaugen
Nedre Vaskegang,Grünerløkka
Nedre Vollgate,Sentrum
Nedslagsveien,Østensjø
Nellikveien,Bjerke
Neptunveien,Nordre Aker
Neuberggata,Frogner
Nico Hambros vei,Stovner
Nielsenbakken,Nordstrand
Niels Henrik Abels vei,Nordre Aker
Niels Juels gate,Frogner
Nils Bays vei,Nordre Aker
Nils Collett Vogts vei,Vestre Aker
Nilserudkleiva,Nordre Aker
Nils Hansens vei,Alna
Nils Huus’ gate,Sagene
Nils Lauritssøns vei,Nordre Aker
Nils Tollers vei,Nordre Aker
Nissens gate,Grünerløkka
Nittedalgata,Gamle Oslo
Njåls vei,Grünerløkka
Nobels gate,Frogner
Nonnegata,Gamle Oslo
Norbygata,Gamle Oslo
Nordahl Bruns gate,St. Hanshaugen
Nordalveien,Bjerke
Nordbergbakken,Nordre Aker
Nordbergveien,Nordre Aker
Nordengstubben,Vestre Aker
Nordengveien,Vestre Aker
Norderhovgata,Gamle Oslo
Nordhagaveien,Nordre Aker
Nordheimbakken,Ullern
Nordkappgata,Sagene
Nordlandsgata,Sagene
Nordlisletta,Grorud
Nordlisvingen,Grorud
Nordlitoppen,Grorud
Nordliveien,Grünerløkka
Nordlysveien,Nordre Aker
Nordmarkveien,Oslomarka
Nordmørgata,Grünerløkka
Nordre Dals vei,Søndre Nordstrand
Nordre gate,Grünerløkka
Nordraaks gate,Frogner
Nordsetergrenda,Nordstrand
Nordseterstien,Nordstrand
Nordseter terrasse,Nordstrand
Nordseterveien,Nordstrand
Nordstjerneveien,Nordre Aker
Nordstrand terrasse,Nordstrand
Nordstrandveien,Nordstrand
Nordtvetbakken,Grorud
Nordtvetveien,Grorud
Nordåssløyfa,Søndre Nordstrand
Nordåsveien,Søndre Nordstrand
Noreveien,Ullern
Normannsgata,Gamle Oslo
Normaveien,Grünerløkka
Nuggerudveien,Stovner
Numedalsgata,Gamle Oslo
Nybrottveien,Stovner
Nybyggerveien,Stovner
Nycoveien,Sagene
Nydalen allé,Nordre Aker
Nydalen Bruks vei,Nordre Aker
Nydalsveien,Nordre Aker
Nye Heggelivei,Oslomarka
Nygata,Sentrum
Nygårds allé,Nordre Aker
Nygårdsveien,Nordre Aker
Nygård terrasse,Nordre Aker
Nyjordeveien,Søndre Nordstrand
Nyjordstubben,Søndre Nordstrand
Nylandsveien,Sentrum /Gamle Oslo
Nylandsveien,Sentrum / Gamle Oslo
Nylænde,Nordstrand
Nypeveien,Nordre Aker
Nyquistveien,Nordstrand
Nøklesvingen,Østensjø
Nøklevannsveien,Østensjø
Nøkleveien,Østensjø
Nøttekneika,Nordstrand
Nøtteveien,Vestre Aker
Nåkkves vei,Alna
Oberst Angells vei,Vestre Aker
Oberst Rodes vei,Nordstrand
Observatoriegata,Frogner
Observatorie terrasse,Frogner
Odalsgata,Gamle Oslo
Odd Hassels vei,Nordre Aker
Odins gate,Frogner
Odvar Solbergs vei,Grorud
Ogmunds vei,Nordre Aker
Ola Narr,Grünerløkka
Olaf Bulls vei,Vestre Aker
Olaf Helsets vei,Østensjø
Olaf Lørenskogens vei,Oslomarka
Olafiagangen,Gamle Oslo
Olaf Schous vei,Grünerløkka
Olasrudveien,Søndre Nordstrand
Olaus Fjørtofts vei,Stovner
Olav Aukrusts vei,Vestre Aker
Olav Bjaalands vei,Ullern
Olaves Hvervens vei,Søndre Nordstrand
Olav Vs gate,Sentrum
Olav Hegnas vei,Grünerløkka
Olav Kyrres gate,Frogner
Olav M. Troviks vei,Nordre Aker
Olav Nygards veg,Østensjø
Ole Brumms vei,Stovner
Ole Bulls gate,Sagene
Ole Deviks vei,Alna
Ole Fladagers gate,Frogner
Ole Jacob Brochs gate,St. Hanshaugen
Ole Messelts vei,Alna
Ole Moes vei,Nordstrand
Ole Reistads vei,Alna
Ole Vigs gate,Frogner
Ole Wingers vei,Grorud
Olleveien,Nordstrand
Olsens Enkes vei,Ullern
Oluf Onsums vei,Nordstrand
Oluf Ryghs gate,St. Hanshaugen
Ombergveien,Ullern
Omsens gate,Sagene
Onsumbakken,Gamle Oslo
Operagata,Gamle Oslo / Sentrum
Oppegårdgata,Gamle Oslo
Opplandgata,Gamle Oslo
Oppsalstubben,Østensjø
Oppsal terrasse,Østensjø
Oppsaltoppen,Østensjø
Oppsalveien,Østensjø
Oreliveien,Bjerke
Orionveien,Nordre Aker
Orknøygata,Gamle Oslo
Ormsundbakken,Nordstrand
Ormsundveien,Nordstrand
Ormøybakken,Nordstrand
Orrebakken,Vestre Aker
Orreskogen,Vestre Aker
Orreveien,Vestre Aker
Oscar Dahls vei,Søndre Nordstrand
Oscars gate,Frogner
Oscarshallveien,Frogner
Oskar Braatens gate,Sagene
Oslo gate,Gamle Oslo
Ospeskogveien,Oslomarka
Ospestien,Alna
Ostadalsveien,Vestre Aker
Osterhaus’ gate,St. Hanshaugen
Othilie Tonnings vei,Nordre Aker
Ottar Birtings gate,Frogner
Otto Blehrs vei,Nordre Aker
Otto Sogns vei,Østensjø
Otto Sverdrups gate,Sentrum
Ove Kristiansens vei,Vestre Aker
P. A. Holms vei,Nordstrand
P.A. Munchs vei,Nordre Aker
Pans vei,Nordstrand
Pareliusveien,Nordstrand
Parkdammen,Vestre Aker
Parkenga,Grorud
Parkveien,Frogner
Pasoplia,Søndre Nordstrand
Pasopsvingen,Søndre Nordstrand
Pasopveien,Søndre Nordstrand
Pastor Blaauws vei,Grorud
Pastor Fangens vei,Nordre Aker
Pavels' gate,St. Hanshaugen
